"format","fileName","name","description","sensitive_content","series_number","series_total","attributes","collection","sha256"
"CHIP-0007","lola-medusa","lola medusa","Lola knows how to seduce every guys she is into.","false","405","5","[{"trait_type":"gender"",""value":"female"}]","{"name":"lola medusa"",""id":"32ec57f7-8272-4671-ad2d-db3dff99fe9f"",""attributes":[null","null]}","0cb040a51d954d908b6026081f62bec2f71d47cca5ba9d8f5f7fa423b988290f"
