"format","fileName","name","description","minting_tool","sensitive_content","series_number","series_total","attributes","collection","sha256"
"CHIP-0007","aminat-the-snnobish","aminat the snnobish","Aminat never really wants to talk to anyone.","TEAM BEVEL","false","3","3","[object Object]","[object Object]","5d5c311f03d611d25024cbe637eee1e86c897efa9b555e5dd45d718ee7c49632"
