"format","fileName","name","description","sensitive_content","series_number","series_total","attributes","collection","sha256"
"CHIP-0007","sea-rastafaria","sea rastafaria","Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!","false","403","5","[{"trait_type":"gender"",""value":"female"}]","{"name":"sea rastafaria"",""id":"d1556c97-9075-49fc-8bde-1826bfc2dbe1"",""attributes":[null","null]}","b2d804c283be0e0b1c0abb602827566bb779d37c9e276069d67d93d45b3b83d3"
